Cell Line,Inhibitor,Run,Stimulus,Timepoint,AB1,AB2,AB3,AB4,AB5,AB6,AB7,AB8,AB9,AB10,AB11,AB12,AB13,AB14,AB15,AB16,AB17,AB18,AB19,AB20
inSilico,,A,hiLIG1+loLIG2,1min,442.888552,510.890323,433.97318,515.014342,639.25697,922.658471,490.076044,939.92376,483.193849,600.723021,763.467538,1152.494226,539.395118,537.211724,747.12033,2898.907157,482.137128,773.308456,707.483622,491.543925
inSilico,,B,hiLIG1+loLIG2,1min,501.349591,514.918164,481.071544,521.303257,711.339445,797.09255,513.718501,917.746854,599.097634,501.657279,661.271905,955.011822,441.822888,519.926078,598.972983,3179.793612,528.089039,789.234879,655.326248,570.103279
inSilico,,C,hiLIG1+loLIG2,1min,424.208661,487.026261,399.923043,466.2792,629.816142,800.585904,498.332452,836.448423,589.342797,495.552656,604.300179,1010.757034,514.396491,493.090912,668.875303,3154.726172,450.740187,741.718482,681.097077,539.195624
inSilico,,A,loLIG1+hiLIG2,1min,476.302381,451.830598,526.814414,550.541609,511.942619,609.2188,465.749419,671.422298,525.546644,515.282293,493.347833,463.4412,461.973811,457.341776,422.282311,832.883746,554.180154,731.490579,493.95066,523.134257
inSilico,,B,loLIG1+hiLIG2,1min,438.766995,525.023642,517.445605,559.658686,523.848362,564.865644,406.897112,488.50998,487.253972,575.803989,547.56981,418.824592,509.031865,440.575296,441.557891,955.28918,497.876337,793.406291,468.963079,501.215365
inSilico,,C,loLIG1+hiLIG2,1min,515.499354,505.283914,410.908882,527.786915,526.536643,632.140432,481.341076,546.663471,488.977535,467.487985,584.814789,437.892781,562.24093,437.862729,429.691331,807.304901,575.38307,799.088532,469.498176,558.985884
inSilico,,A,loLIG1,2min,454.514441,508.502419,447.495999,583.54232,467.305195,439.926377,433.201134,682.089579,584.262,493.520279,498.050445,446.741922,474.396378,501.534477,471.269583,730.683386,490.081045,811.176077,537.24175,466.802885
inSilico,,B,loLIG1,2min,458.594986,498.936682,475.873798,593.987722,403.946753,461.821179,424.800099,577.164793,562.316471,523.535042,526.527097,416.011336,524.018412,423.056846,386.740639,831.923668,375.149254,764.272631,555.104474,499.133174
inSilico,,C,loLIG1,2min,474.561518,509.444068,428.991402,625.20604,416.660782,499.609827,471.635968,644.546927,491.241021,365.420747,475.675458,485.563549,574.007075,565.442946,405.401047,825.529612,457.873525,735.04115,486.380134,516.788617
inSilico,,A,hiLIG1,2min,614.172333,476.972721,428.434296,466.211453,659.773658,705.655063,381.669287,1106.91363,496.265712,530.082971,590.507414,857.269591,510.577851,411.568016,1099.257133,1120.077311,599.772904,736.575686,863.440561,505.704418
inSilico,,B,hiLIG1,2min,562.460179,482.244819,551.863517,464.711567,637.773405,675.853592,551.989336,1039.3876,447.569173,498.358573,652.799134,895.109902,492.211052,451.215765,857.867593,1023.093843,518.421974,784.190207,820.560596,498.68549
inSilico,,C,hiLIG1,2min,513.465048,517.197664,466.30585,400.908192,766.169629,603.131897,446.160267,1127.727291,531.948099,548.217036,669.815481,912.880457,455.571025,501.235293,758.315022,1150.290437,555.297277,746.690289,782.317275,523.692707
inSilico,INH1,A,loLIG1,2min,467.425165,479.670942,469.950149,485.330892,486.864897,463.459503,451.52055,452.054569,510.415687,410.639898,461.516629,443.725426,467.291029,430.113856,479.975953,493.475994,548.045977,823.204515,513.496954,397.458409
inSilico,INH1,B,loLIG1,2min,464.862834,477.357713,452.016285,478.64514,500.540845,461.756593,460.202425,469.053095,505.601367,434.955571,488.801191,475.163264,489.81628,459.087585,499.62047,488.819822,603.157118,882.983727,479.727353,485.225062
inSilico,INH1,C,loLIG1,2min,408.988753,498.769533,490.329625,516.237956,485.04251,542.078165,444.436242,445.894651,536.038325,520.170229,444.278092,474.838549,556.730608,502.162681,492.33402,409.014508,419.896895,933.113,499.359322,454.173135
inSilico,INH1,A,hiLIG1,2min,410.372431,444.240224,504.283302,593.026194,513.136747,470.266914,471.084019,696.427592,545.597366,457.45861,594.573316,386.632709,479.046956,573.483851,454.021875,972.073019,556.600174,840.424084,477.115142,483.507721
inSilico,INH1,B,hiLIG1,2min,418.821238,492.731304,406.768794,597.751183,493.631808,459.176633,493.216285,605.426368,553.56366,405.692466,559.142577,493.302721,576.453446,529.096036,496.995199,1029.65143,508.747487,860.357555,436.403982,472.336245
inSilico,INH1,C,hiLIG1,2min,486.902411,526.89062,500.3935,559.453999,477.850772,528.854021,407.712402,669.096569,571.492877,511.087116,510.786576,432.215439,513.742352,498.837036,449.960381,1013.252255,522.707585,850.635369,524.820215,409.18916
inSilico,INH2,A,loLIG1,2min,550.938682,395.737804,450.296399,525.886145,554.56995,434.041996,425.205972,568.564364,583.36269,412.113998,489.310408,410.778196,616.263088,491.062985,519.655292,884.1458,419.523322,758.091784,463.346937,446.943391
inSilico,INH2,B,loLIG1,2min,376.849929,408.538923,506.354155,508.764312,440.028719,487.754496,464.498801,698.962805,536.847183,504.016928,432.771989,493.209735,473.611998,532.685378,525.962802,873.931757,432.946141,799.619618,521.747748,570.910786
inSilico,INH2,C,loLIG1,2min,459.16604,420.059272,551.506646,612.729282,505.489784,515.358221,487.125279,623.540584,492.530916,448.718622,414.848873,455.848996,566.419182,518.441984,494.170955,954.635617,419.17226,786.563711,456.539134,552.376606
inSilico,INH2,A,hiLIG1,2min,494.583761,508.863115,446.154696,503.486008,449.676452,541.569491,480.74482,1137.081474,576.220169,451.064312,544.326422,963.563754,569.418272,436.794034,911.669285,669.064532,485.018356,710.146489,817.026897,533.472289
inSilico,INH2,B,hiLIG1,2min,552.100407,424.261126,404.869667,472.824312,481.142779,428.933302,500.456558,804.164108,588.747557,580.734663,687.614381,960.741032,549.640393,546.42363,878.638291,497.661717,484.8569,753.168808,793.506252,532.776229
inSilico,INH2,C,hiLIG1,2min,409.576457,500.621424,493.06941,440.158097,511.663485,567.350963,463.274583,940.176795,513.205867,486.229178,743.559283,911.283439,473.309431,511.00519,827.606933,616.990727,409.68525,804.258566,746.869005,496.985794
inSilico,INH3,A,loLIG1,2min,518.134286,436.855298,463.796229,443.164875,517.999769,1906.35806,440.415888,481.662113,574.906642,463.375059,442.895468,497.719812,521.839089,437.627507,409.053468,458.631904,455.056251,795.473891,538.226884,445.845486
inSilico,INH3,B,loLIG1,2min,461.5237,432.418504,559.002162,375.331542,456.919599,2059.860453,453.187514,447.623049,661.492265,443.327098,383.299224,514.02215,614.007396,526.073781,406.705056,537.050092,407.061629,936.041088,505.337609,519.897661
inSilico,INH3,C,loLIG1,2min,470.837298,455.993692,452.931078,453.107404,674.104803,1893.02294,452.360484,516.014126,576.53978,511.652061,524.324616,467.033089,567.921384,483.815702,511.599506,481.49739,438.290929,653.579538,558.392254,479.486695
inSilico,INH3,A,hiLIG1,2min,606.374297,454.484625,499.314106,397.953059,826.997932,2421.042483,585.769173,471.932421,477.343404,469.280173,539.018145,954.844334,600.965226,396.642937,820.051881,458.142966,1195.821057,788.167599,467.497994,513.927521
inSilico,INH3,B,hiLIG1,2min,556.649965,568.532077,520.958914,470.019242,822.794494,2376.140892,547.916046,469.197549,544.229249,454.336835,702.977855,1052.87392,615.97836,480.347586,815.605728,431.754012,1016.497738,802.326613,496.841966,418.312835
inSilico,INH3,C,hiLIG1,2min,596.705682,486.253879,490.656426,472.043526,623.201561,2143.255204,599.723593,433.45877,567.041225,485.859794,503.204749,1176.357326,508.547584,414.006189,800.007595,405.52256,1021.613819,915.677841,439.474288,584.023328
inSilico,,A,loLIG2,2min,445.112902,582.181784,449.218773,437.599994,499.796049,558.128514,514.421659,605.289096,571.981704,414.126138,531.07033,586.390306,507.9634,468.658763,503.975003,644.172831,517.261231,820.408576,481.731665,512.978107
inSilico,,B,loLIG2,2min,442.752111,452.10096,424.787921,459.312925,476.343985,595.339969,502.735172,487.517927,575.416498,450.92509,515.913437,444.297806,495.981879,441.844379,445.76116,622.484947,493.547716,912.140306,501.471797,435.952756
inSilico,,C,loLIG2,2min,465.189081,416.711893,435.834955,496.928869,468.614166,559.647588,449.530172,586.877354,571.606033,486.793046,438.788159,520.287784,576.257328,469.937544,476.500862,631.127334,549.131645,814.784696,368.51113,378.65877
inSilico,,A,hiLIG2,2min,558.837872,563.048722,513.268629,594.102915,469.036908,497.314693,442.239723,671.830698,572.526654,508.485625,560.343194,433.551366,503.832304,499.563606,403.046759,769.86644,452.222289,764.002042,530.675158,492.429035
inSilico,,B,hiLIG2,2min,515.99226,593.456964,441.500244,552.268925,412.351665,468.985834,529.491744,641.182445,519.335035,528.803653,681.125982,445.808853,544.793756,473.420109,459.363756,815.005638,458.614052,725.882054,487.727917,512.516383
inSilico,,C,hiLIG2,2min,550.526957,520.349215,486.164358,575.670615,465.347272,467.30739,404.08554,617.291678,539.121539,517.118775,616.367609,481.528891,529.126623,535.122631,498.624752,939.873294,546.513396,746.610723,526.546091,547.666282
inSilico,INH1,A,loLIG2,2min,425.537077,475.020067,544.407026,464.773136,470.826736,551.888521,453.999,581.832947,599.327586,558.307215,520.703721,431.043714,511.377347,465.728656,468.922834,648.354805,419.42437,836.744135,453.401344,554.281002
inSilico,INH1,B,loLIG2,2min,475.229889,486.84139,470.967346,496.607273,443.653207,621.135208,456.135213,581.855044,596.844891,484.331977,449.300052,539.0344,578.160838,499.154009,548.035724,617.543611,422.736256,888.843001,551.961864,510.774652
inSilico,INH1,C,loLIG2,2min,465.288673,427.607959,456.018842,512.78022,464.880793,570.906171,408.942458,549.882964,565.159521,540.137324,496.104483,494.799788,437.938858,518.076574,459.617476,689.581812,461.534635,824.828727,488.906321,498.161577
inSilico,INH1,A,hiLIG2,2min,598.645967,518.67173,501.905765,536.337258,466.153502,503.105315,491.500036,620.99016,547.063417,498.290606,627.650885,426.587899,406.744809,492.047005,440.404951,693.631687,489.770584,838.261688,465.840421,541.808789
inSilico,INH1,B,hiLIG2,2min,529.888118,482.721484,493.589265,554.753355,488.736513,432.077693,557.10728,621.188377,467.996572,528.680278,581.79919,480.518816,544.074152,443.288385,459.901315,572.154891,470.143287,783.124547,496.064067,481.084892
inSilico,INH1,C,hiLIG2,2min,553.396069,487.207236,469.160497,551.175372,549.343147,447.550673,509.866376,711.94497,492.028839,598.841251,540.157453,427.014613,595.533003,508.744155,509.851244,746.315253,521.699876,909.154521,527.494586,549.214022
inSilico,INH2,A,loLIG2,2min,458.655578,499.64618,525.604418,418.221679,498.949433,503.464145,489.379251,456.73556,473.877805,563.986785,518.983547,487.675428,442.481804,499.422952,532.821956,466.908309,485.217456,751.74353,440.378884,446.433384
inSilico,INH2,B,loLIG2,2min,465.910028,515.416272,532.180454,434.376512,402.167476,454.640628,512.294349,493.607911,499.326633,589.588394,454.23398,481.264889,507.636039,557.105442,530.00463,450.623682,437.655663,804.549655,541.826239,472.692114
inSilico,INH2,C,loLIG2,2min,406.178915,457.853689,474.237856,484.569932,468.433588,572.893899,491.762212,413.070732,460.498385,573.534283,425.957693,474.905445,610.23436,446.756991,446.064487,380.615417,428.925683,835.689816,509.451737,465.150681
inSilico,INH2,A,hiLIG2,2min,448.611025,480.377153,420.532644,462.300001,447.492886,527.118116,476.301025,493.770993,553.413104,510.037024,446.636296,443.854365,573.823637,428.626546,465.245976,535.446598,510.514063,772.052828,467.46666,524.016423
inSilico,INH2,B,hiLIG2,2min,539.339356,459.175203,467.528855,405.93597,415.96834,462.808291,441.593492,563.018622,536.080127,473.532747,381.4967,435.31586,535.303186,479.549062,509.601472,521.936814,517.211057,810.040261,444.504316,490.117996
inSilico,INH2,C,hiLIG2,2min,421.231752,504.629043,435.121503,442.8208,443.661011,556.682097,494.927708,492.211022,502.824447,479.226159,458.922699,415.629819,616.377142,547.078634,533.658147,579.510461,431.516417,786.344214,427.195159,498.577927
inSilico,INH3,A,loLIG2,2min,466.708015,466.997708,562.027758,491.190974,472.025437,1252.041119,476.59429,535.142248,460.571786,497.50046,505.811499,431.109155,520.828764,416.688297,427.906754,445.124739,481.796467,924.303456,473.754788,530.188307
inSilico,INH3,B,loLIG2,2min,530.921253,473.267053,508.275809,539.558447,478.144806,1349.840581,434.983839,475.625961,471.073989,492.199853,448.568663,444.900587,484.662368,402.369696,465.30395,451.445451,512.846977,911.008761,462.910673,544.277255
inSilico,INH3,C,loLIG2,2min,478.500238,542.993684,405.62276,474.900026,511.283578,1135.225677,439.304133,406.820869,522.790764,435.540745,527.484484,479.272277,501.571347,406.195154,432.714184,464.029831,475.031974,723.698221,398.734649,483.210838
inSilico,INH3,A,hiLIG2,2min,626.936376,491.474823,538.208892,492.785679,434.338322,2014.559403,396.834406,500.550516,587.985597,543.265895,540.071178,509.792454,532.750388,406.167186,445.829783,545.62272,443.172329,775.571457,389.521813,661.687427
inSilico,INH3,B,hiLIG2,2min,582.4098,505.463235,447.266309,479.60683,419.475632,1794.918216,507.372759,459.379695,556.689805,583.148499,615.083372,417.066932,504.006948,430.981022,425.627455,394.998965,430.138309,729.914527,494.376298,472.941497
inSilico,INH3,C,hiLIG2,2min,496.454408,475.140719,455.542705,423.168551,401.465655,1902.299944,423.666997,487.427957,547.063811,550.909744,652.228169,447.908748,527.714227,479.015676,511.186948,416.413707,521.694445,737.114428,424.045416,575.986287
inSilico,,A,loLIG1+loLIG2,2min,481.278962,419.115827,432.995422,552.6587,412.330202,458.262901,441.316118,668.103103,594.604778,516.777813,504.017207,533.403463,472.526693,494.089245,494.520507,750.530432,479.301682,794.784463,543.724303,408.671407
inSilico,,B,loLIG1+loLIG2,2min,456.327477,515.578732,401.226601,540.608704,493.574322,460.435322,472.953548,646.547491,437.172944,455.457456,543.404862,509.214386,464.977006,474.547971,438.736892,745.978739,476.345735,789.690911,564.985879,458.904712
inSilico,,C,loLIG1+loLIG2,2min,477.266138,478.245432,491.093118,523.575835,456.264101,487.870415,504.536408,617.476553,573.544046,474.465994,561.658435,452.410369,531.135861,472.388673,475.251458,892.502003,471.289821,781.050922,542.0233,502.979937
inSilico,,A,hiLIG1+hiLIG2,2min,646.230015,505.598529,454.860691,532.920835,687.73741,639.430341,556.368767,1082.210455,491.837557,626.71653,531.894898,752.072969,588.22737,449.401838,761.640432,1302.625705,574.991886,732.133564,752.55137,472.071449
inSilico,,B,hiLIG1+hiLIG2,2min,571.533415,522.800887,521.64585,432.157763,723.205589,574.408867,587.622159,921.599967,465.297081,582.210468,561.640047,735.496051,440.669109,477.546375,831.689194,1166.829371,571.034354,742.582613,913.154029,527.826036
inSilico,,C,hiLIG1+hiLIG2,2min,484.767925,476.597784,438.290259,462.033241,749.027466,573.843814,491.461757,1136.519689,471.659836,637.064676,604.520263,1005.490503,554.553957,524.41926,795.372799,1160.710115,601.383535,695.12672,748.712176,494.478841
inSilico,,A,hiLIG1+loLIG2,2min,533.907947,473.32763,458.883298,446.668568,729.215302,616.610198,446.332694,1102.309777,518.24328,474.355964,615.74217,842.704872,464.181944,479.14567,915.39036,1137.384978,566.771978,622.614088,822.075161,457.34154
inSilico,,B,hiLIG1+loLIG2,2min,563.331939,445.869514,452.248433,488.103116,708.82028,580.303963,588.713141,1095.239327,441.404364,562.527483,649.061727,961.483703,563.960837,586.538496,780.683646,1123.708006,542.748521,829.970922,764.952337,575.096523
inSilico,,C,hiLIG1+loLIG2,2min,517.326966,545.910319,511.496374,491.366877,713.621348,520.385571,465.462519,1298.172953,479.271697,480.971919,636.405382,980.993127,529.334398,484.361344,837.287202,1190.464159,562.118637,779.549986,820.131614,450.252026
inSilico,,A,loLIG1+hiLIG2,2min,590.285559,481.331997,448.502645,615.480639,442.147814,423.345963,488.79831,592.284439,578.171398,622.469598,591.064981,460.505624,583.145794,448.412648,401.476886,679.856238,451.01889,716.922641,493.95716,484.527328
inSilico,,B,loLIG1+hiLIG2,2min,600.781702,507.291143,424.597862,553.482298,445.040891,467.668255,438.548159,739.445926,547.097459,561.76042,592.66269,431.282381,565.878627,467.888639,400.931118,594.254131,509.20106,746.053691,561.761716,584.314341
inSilico,,C,loLIG1+hiLIG2,2min,552.313614,505.162206,411.612698,649.9034,457.601653,484.020679,434.736301,621.122327,473.563826,563.777548,647.516181,473.324423,536.467687,462.251312,470.875219,731.620085,493.287951,793.113045,500.867435,604.540472
inSilico,,A,loLIG1,4min,477.344606,444.933907,457.328454,509.887488,472.841569,464.42375,453.272195,562.273716,578.135283,429.645548,679.584988,387.398317,506.771989,446.995766,447.152779,472.599747,512.102199,712.261816,563.818569,373.68845
inSilico,,B,loLIG1,4min,513.806417,548.080168,519.323248,503.890632,554.957905,455.382502,454.286971,610.717647,604.567236,451.738445,530.644592,436.068084,505.72308,458.098687,485.02666,494.255595,471.051938,796.531151,489.395224,430.499294
inSilico,,C,loLIG1,4min,489.898648,503.761563,477.726654,496.642387,461.829974,405.666801,450.365618,556.515048,568.555314,491.140722,616.115962,486.609123,445.808346,448.513736,450.737423,471.52904,490.243866,709.85574,621.814397,545.231604
inSilico,,A,hiLIG1,4min,600.082014,438.942662,413.261865,438.112402,686.476886,514.653919,458.327829,1432.260709,512.051137,462.35072,566.362723,846.747733,452.257834,492.153942,870.911496,784.834185,795.738165,879.829921,753.198936,522.627306
inSilico,,B,hiLIG1,4min,532.259115,480.189995,488.822422,463.9817,682.136484,598.651376,496.805837,1277.211543,467.314436,509.983172,673.874692,850.155104,556.219926,620.890951,833.017955,727.225793,741.186563,799.603681,795.65324,523.209325
inSilico,,C,hiLIG1,4min,554.173792,497.806353,481.580816,414.088471,741.842633,553.424983,522.833523,1350.788355,496.953211,551.949541,651.774354,948.932323,550.102827,532.062203,850.942176,1065.204687,695.418839,710.232067,786.504467,448.513825
inSilico,INH1,A,loLIG1,4min,479.508775,440.875415,447.818935,573.21045,494.327876,510.654644,407.438529,383.219245,507.080514,408.377462,544.294873,435.928208,537.868505,441.415379,528.995597,445.075221,552.943808,783.723213,490.836115,437.880188
inSilico,INH1,B,loLIG1,4min,502.202679,492.182146,521.774275,535.076322,447.588916,459.203379,500.72672,486.643033,600.717545,500.047393,444.742592,428.268297,550.665294,540.501624,382.783293,469.082071,524.117019,736.366015,494.383613,503.815498
inSilico,INH1,C,loLIG1,4min,458.367149,514.419814,462.274765,602.860837,487.089378,570.215469,499.002507,475.600091,502.087373,473.891833,484.581365,488.334177,504.732392,490.26585,474.412124,460.426384,525.449819,733.870256,518.764028,490.30642
inSilico,INH1,A,hiLIG1,4min,471.141409,494.546582,451.920579,641.674738,425.534038,459.920927,476.432546,546.936405,590.494867,437.176484,628.391747,494.375302,636.239974,479.879289,371.235419,558.121757,480.246407,800.009231,550.098197,472.168626
inSilico,INH1,B,hiLIG1,4min,431.522473,435.034588,407.610394,663.730678,578.070753,554.712873,435.803847,657.897399,601.835143,457.282334,668.612519,481.882457,513.013194,545.533233,514.904504,523.09016,519.851057,699.319983,622.578705,401.42858
inSilico,INH1,C,hiLIG1,4min,495.152094,470.283926,468.42701,599.20368,500.217468,554.095384,486.271241,583.293183,591.457064,459.163768,607.954152,527.918326,530.254545,568.839514,452.09075,592.694095,516.683239,693.244772,603.495071,434.573006
inSilico,INH2,A,loLIG1,4min,437.713324,461.781537,562.651907,630.095712,464.377181,484.814998,486.956716,732.708691,544.750393,428.44627,433.950491,455.405181,517.397356,541.536364,512.935701,482.319954,478.097488,827.047935,564.114551,573.363274
inSilico,INH2,B,loLIG1,4min,493.783082,399.849574,487.296891,464.686165,508.597287,523.502281,482.81556,715.836079,485.676134,500.549795,443.875225,495.168845,532.308941,420.575988,505.125933,428.969777,523.189895,757.285124,546.536306,488.04898
inSilico,INH2,C,loLIG1,4min,433.348025,458.098599,471.309308,572.864031,494.270203,443.10749,518.029881,590.403692,524.772362,485.027996,491.081535,447.82988,497.98873,464.535772,474.260046,491.642136,484.880952,823.455936,537.186707,558.894328
inSilico,INH2,A,hiLIG1,4min,567.13343,437.928249,527.899683,456.808499,525.464728,459.397681,478.352156,793.567963,506.21064,497.125102,482.271695,983.6845,517.171512,498.725306,862.038124,503.65395,476.160241,821.940313,783.256153,531.544525
inSilico,INH2,B,hiLIG1,4min,523.483551,460.746497,593.468527,450.775691,415.730014,477.123383,439.476892,832.844077,471.271727,489.222429,601.260459,988.663692,526.560192,510.711831,843.221606,566.874366,428.52358,822.301929,869.208593,449.864803
inSilico,INH2,C,hiLIG1,4min,459.224253,477.388262,409.813999,482.874379,458.537296,496.856858,514.969061,878.163053,579.646049,513.066401,485.563902,1022.586276,520.891636,537.801776,931.574976,560.877146,551.297519,806.889375,788.908809,566.888716
inSilico,INH3,A,loLIG1,4min,570.087537,507.380249,458.299767,460.257054,547.625668,1569.882384,436.643257,419.426348,545.491358,468.772121,732.455107,417.189234,545.013205,435.279818,429.294641,501.967058,411.322097,652.508399,456.090694,563.195999
inSilico,INH3,B,loLIG1,4min,440.85036,494.484618,442.628525,374.173298,535.178696,1495.825119,457.064984,473.729498,535.095911,543.457821,635.401891,488.797769,574.075729,494.546533,467.158922,525.600276,497.27038,892.274348,499.053959,575.848712
inSilico,INH3,C,loLIG1,4min,436.051623,490.026708,424.578965,393.241825,506.027287,1500.586186,410.238487,501.104094,587.546467,437.000962,652.8096,529.3046,490.169893,511.462788,427.219248,385.446324,407.644717,749.077352,490.968441,525.861911
inSilico,INH3,A,hiLIG1,4min,626.123602,452.432879,518.241861,413.549302,828.72908,2375.985312,710.429773,393.468411,524.332537,506.323718,547.112968,880.883327,354.651143,498.598879,835.771839,478.984383,1135.194443,860.257323,515.244253,497.012482
inSilico,INH3,B,hiLIG1,4min,592.720982,474.85138,447.159732,484.247852,786.851879,2336.204504,614.713285,503.812052,483.963339,486.442387,597.27433,961.741235,470.492287,449.477927,843.551464,529.444015,1143.530434,854.341829,548.588844,501.403166
inSilico,INH3,C,hiLIG1,4min,524.951651,495.685378,527.420009,486.893733,713.64408,2193.871629,584.204218,462.23867,588.145045,499.863787,572.355487,1023.002159,543.373359,441.51391,697.149629,420.684847,1043.45378,900.089842,449.726545,487.526646
inSilico,,A,loLIG2,4min,526.766114,446.222253,437.553317,551.013172,562.132988,529.362486,452.024353,621.086931,527.783358,479.073529,664.385915,438.82871,573.311024,407.201007,391.501716,478.213399,556.179037,710.320327,581.5136,485.468288
inSilico,,B,loLIG2,4min,491.693991,412.982806,463.960738,465.728535,472.709555,500.317697,473.162696,660.981825,493.972238,450.117457,592.810105,494.259859,425.291602,526.283431,513.039268,556.515617,541.727906,748.473544,596.040601,513.227027
inSilico,,C,loLIG2,4min,514.640346,462.75518,506.02498,625.692178,476.904859,465.55633,438.133989,744.85703,541.745778,350.705749,722.256015,432.525651,603.245732,458.137399,470.550048,621.45762,506.512711,815.690844,592.887954,407.532234
inSilico,,A,hiLIG2,4min,599.677736,604.843248,453.393432,581.394697,423.21789,421.425376,440.056478,552.492971,546.826689,455.595595,646.126094,487.896066,501.939109,625.530581,476.317216,543.584337,440.788592,813.439998,652.277673,627.566065
inSilico,,B,hiLIG2,4min,567.036574,546.466826,562.937131,531.0135,446.329303,432.758341,394.916056,654.573806,547.985051,535.133758,632.255435,492.31859,519.209291,586.026422,495.173318,566.527659,465.554435,822.061959,515.698912,581.455817
inSilico,,C,hiLIG2,4min,584.462198,594.869748,464.463134,524.576622,440.542723,528.415684,489.48989,542.47958,564.548469,521.684977,601.165853,417.811216,553.460073,640.472508,482.003901,633.332603,425.288711,913.94308,545.317593,552.656965
inSilico,INH1,A,loLIG2,4min,533.987968,552.958268,465.371907,546.146112,423.571154,476.980313,431.231601,616.234378,504.846249,657.607611,691.711679,471.541723,498.929375,464.36136,423.762118,601.31895,505.982208,844.664486,609.789845,545.956853
inSilico,INH1,B,loLIG2,4min,563.585615,510.277132,487.669806,542.950377,433.633873,421.594552,474.427432,696.81838,507.863086,408.432601,615.947839,482.69746,529.130399,515.174112,530.731709,545.173428,446.11627,801.40867,550.505871,504.837013
inSilico,INH1,C,loLIG2,4min,541.292053,460.524007,395.956748,607.29175,479.811544,476.836333,460.98218,604.120777,566.142281,549.219552,671.286192,496.861323,587.341316,469.151432,574.141038,477.132031,413.296572,757.971303,617.119894,445.753516
inSilico,INH1,A,hiLIG2,4min,629.569294,587.666633,504.663538,570.014592,487.987616,452.017426,497.311799,507.870784,557.237947,592.813115,592.603331,482.214422,481.413777,538.591849,421.988444,514.789767,497.430561,776.700166,554.295812,750.652944
inSilico,INH1,B,hiLIG2,4min,612.381389,604.094881,472.460221,557.689437,524.857583,529.038708,434.827461,706.142473,558.568312,493.785355,510.841289,426.687408,542.018112,466.540427,477.86502,489.942063,461.291422,752.56475,567.572552,602.157015
inSilico,INH1,C,hiLIG2,4min,640.55589,553.383105,471.832096,518.232708,487.870423,445.344352,549.755952,672.581331,456.774882,542.470266,551.082651,526.934075,556.343497,551.829525,434.784005,492.960747,510.739377,860.183836,621.064606,507.662153
inSilico,INH2,A,loLIG2,4min,450.164613,462.226845,376.94552,397.452474,541.570407,445.269563,412.23133,496.397938,530.823713,584.764124,474.782611,484.55356,548.061753,534.792123,504.336146,389.064891,430.951511,713.665575,508.570632,436.939698
inSilico,INH2,B,loLIG2,4min,534.865562,367.937566,523.372986,496.266486,492.261499,502.6078,481.792854,493.969491,567.226215,553.948548,466.56859,359.135487,466.891547,511.502893,468.002885,505.401897,460.737782,879.206037,520.432178,415.63424
inSilico,INH2,C,loLIG2,4min,405.601375,509.856149,439.677546,457.159541,439.632508,536.12496,426.782288,487.710634,564.630516,509.774184,502.718394,439.303959,497.983844,548.493091,460.587441,446.086717,438.830705,829.302032,554.325908,404.657735
inSilico,INH2,A,hiLIG2,4min,446.432491,479.614413,492.404117,612.865469,497.304019,467.607687,505.202167,585.67698,466.855081,500.389767,434.763004,440.344,579.000011,477.409757,436.712803,609.90595,423.320856,797.386011,518.419016,503.66465
inSilico,INH2,B,hiLIG2,4min,492.160563,445.538165,470.249667,610.001384,517.626154,439.86222,420.701281,626.384267,526.470813,427.53252,444.963858,429.165409,539.726771,434.729191,554.085532,747.410488,444.67456,697.84145,482.870233,444.785095
inSilico,INH2,C,hiLIG2,4min,513.477548,536.829923,469.544894,551.807531,438.516542,440.448668,449.624956,647.120979,527.153859,510.285902,526.873855,499.439633,529.976037,520.33033,595.712281,612.007552,517.42182,880.559887,469.093945,427.62287
inSilico,INH3,A,loLIG2,4min,517.614806,417.059982,489.932436,519.529221,389.312673,1502.314388,481.577995,457.998591,444.738452,472.947526,550.533368,448.096982,575.368514,531.249478,460.102667,440.095085,445.631292,964.817282,456.445919,524.849583
inSilico,INH3,B,loLIG2,4min,515.183438,574.322524,442.687636,457.635515,370.701184,1377.821861,467.883169,503.754074,591.738812,518.738628,587.984212,475.162738,456.980403,405.061783,491.552573,474.439586,476.515644,764.316173,456.911617,469.587235
inSilico,INH3,C,loLIG2,4min,567.886537,430.80095,557.824411,494.215528,431.241924,1459.055804,449.99679,477.221139,421.893433,479.603104,604.010376,528.461975,552.129028,483.657609,460.639763,491.059299,500.530297,755.185083,459.630796,391.842126
inSilico,INH3,A,hiLIG2,4min,599.360352,542.563347,453.322931,433.822542,454.807883,1127.022432,464.109292,483.079677,485.386815,603.021723,548.363884,412.27198,508.04631,517.010413,434.112212,469.254976,488.369162,790.538551,390.180534,546.741296
inSilico,INH3,B,hiLIG2,4min,667.287187,650.894077,445.665534,466.376092,442.885811,1123.543408,447.67871,432.923802,546.800306,535.387785,587.757708,527.36692,476.910873,447.797905,487.98081,441.956584,436.003865,754.568607,480.543446,598.135942
inSilico,INH3,C,hiLIG2,4min,622.726228,529.25409,454.720677,481.405872,477.52948,1321.755987,394.497197,507.173403,491.459744,499.992035,581.881907,537.08653,566.853154,444.677961,511.430885,527.811855,412.20993,827.164567,457.608785,552.110965
